,troll,mentions,tweet
1088,paulinett,"[""mcurryfelidae07"",""jkirchick"",""ggreenwald""]",RT @mcurryfelidae07: Queer-outing outlet's @jkirchick has Deeply Informed us that @ggreenwald supports the guy who wants Snowden executed h…
1089,camosaseko,"[""ggreenwald""]","RT @ggreenwald: Sending a straight guy go on Grindr to out gay Olympians is a bit weirder. Also, unlike your tweet, that happened. https://…"
1090,imissobama,"[""feministajones""]",RT @FeministaJones: And you're wrong. https://t.co/pC1Zo2K1wW
1091,gwennythot,"[""mrnegromilitant""]","RT @MrNegroMilitant: CNN has uploaded Obama's new role.... #SellOut

https://t.co/VmjpnID8xh"
1092,watchmewalkin,"[""ggreenwald""]","RT @ggreenwald: Chris Matthews, somehow, actually identified the real problem perfectly: https://t.co/Yvnmeb2bBJ"
1093,sincerepruitt,"[""transgriot""]","RT @TransGriot: Ken Paxton, stop wasting $3.5 million of our Texas tax dollars defending the TX GOP Voter Suppression Law"
1094,iiddaamarks,"[""mspackyetti""]",RT @MsPackyetti: I hope this #debate will force candidates to truly answer the concerns of young people of color who are concerned about ou…
1095,ravenicholson,"[""shaunking""]",RT @ShaunKing: The President has a very strange habit of complimenting and throwing activists under the bus in the same breath. Ba… 
1096,camosaseko,"[""blicqer"",""rawstory""]","RT @blicqer: ▶ Obama has a response for many of Trump’s claims: ‘Come on, man’ https://t.co/NF51RPXY2S @RawStory https://t.co/TruwXfml6p"
1097,eliasbrick,"[""transgriot""]",RT @TransGriot: #IveNoticed that the people who push for a third party always falsely claim there's no difference between the Democrats &amp; t…
1098,nojonathonno,"[""mspackyetti""]",RT @MsPackyetti: I'm not laughing at how many Trump votes are in that room tho.
1099,ramonasnails,"[""blicqer""]","RT @blicqer: In Jacksonville, Black Women are the Focal Point of Efforts to Elect Hillary Clinton https://t.co/0Z2gyUPOk1… "
1100,melanymelanin,"[""blicqer"",""hinterlandg""]",RT @blicqer: DOJ Complaint Filed Against Donald Trump For “Rigged Election” Claims https://t.co/2jWRxR4CGQ @HinterLandG https://t.co/PPGQwk…
1101,camosaseko,"[""blicqer"",""thebpdshow""]",RT @blicqer: Hillary Clinton's Demand for Secrecy is Undermining Her Campaign https://t.co/3sSZl5r4CT @TheBpDShow https://t.co/jdvwm3BErP
1102,adamchapmanjr,"[""transgriot""]",RT @TransGriot: It's a wonderful day for American democracy when racist &amp; unjust laws like the GOP Voter ID ones get struck down as unconst…
1103,jaydaastonishin,"[""blicqer""]",RT @blicqer: ▶ We Are Living in the Golden Age of Defense Waste and Corruption; Trump Will Make It Much Worse… 
1104,adamchapmanjr,"[""blicqer"",""thebpdshow""]","RT @blicqer: Live! Korryn Gaines, James Baldwin, NYC's Bratton steps down, Hillary/Trump Polls, News &amp; Politics!:  https://t.co/stAE27kchg…"
1105,johnbranchh,"[""mrnegromilitant""]","RT @MrNegroMilitant: Why Is Obama Shoving The TPP Down Our Throats?

https://t.co/nyFj9eG0Mv"
1106,sincerepruitt,"[""blicqer"",""hinterlandg""]",RT @blicqer: Matt Lauer Bombed as Much as Donald Trump at Commander-in-Chief Forum https://t.co/YAhS4JihJI @HinterLandG https://t.co/W6U7kK…
1107,eliasbrick,"[""mintpressnews"",""blicqer""]",RT @blicqer: DNC 2016: Former Green Party VP Candidate Cheri Honkala Holds Fart-In At DNC Gates:  https://t.co/IovofanADU @MintPressNews
1108,travisrespek,"[""revjjackson""]",RT @RevJJackson: Coming up on https://t.co/9R4ZK4DO86 7amC/8amE:We are 2 days away from Pres. #Election2016. Are you ready to vote?H… 
1109,sincerepruitt,"[""danteb4u""]","RT @DanteB4u: #GOP caused the Great Recession, tarnished the Presidency, Supreme Court, Senate, &amp; HOR. Greed over People politics don't wor…"
1110,sincerepruitt,"[""afronews"",""blicqer""]",RT @blicqer: Obama Keeps Unusually Late Hours on Vineyard Vacation https://t.co/09jAO1USIY @AfroNews
1111,corynaenae,"[""mintpressnews"",""blicqer""]","RT @blicqer: Tax Records Reveal Donald Trump Donated $100,000 To The Clinton Fo... https://t.co/mWg3ahzELV via @MintPressNews https://t.co/…"
1112,javonhidp,"[""blicqer""]","RT @blicqer: ▶ Philippines President Duterte dares US, EU to withdraw aid after telling Obama ‘go to hell’… "
1113,staywoke88,"[""ggreenwald"",""theintercept""]",RT @theintercept: Exclusive: New email leak reveals Clinton campaign's cozy press relationship https://t.co/4IyGlt7w2I by @ggreenwald @lhfa…
1114,pamblmdaniels,"[""newyorkcommuter"",""abc7ny"",""blicqer""]","RT @blicqer: ▶Obama: I Have 'Better Argument' for TPP Than Trump, Clinton https://t.co/b0GOCSw6P8 @ABC7NY @NewYorkCommuter"
1115,happkendrahappy,"[""kylegriffin1""]","RT @kylegriffin1: New Clinton camp ad, ""Silo"", features a former nuclear missile launch officer fearing Trump's access to the nuclear… "
1116,johnieboycooks,"[""blicqer"",""alternet""]",RT @blicqer: Media Need 12-Step Program for Donald Trump Addiction https://t.co/HgMCBL7X5I via @AlterNet https://t.co/iFXEiCfVkM
1117,randolphburrr,"[""mspackyetti""]","RT @MsPackyetti: Gotta love a good voting purity test.

Hitler sure did.

https://t.co/MpkKkOpn2j https://t.co/fzYwjJAtfL"
1118,cannonsher,"[""fusion""]",RT @Fusion: These Texas high schoolers threw an awful Trump-themed rally to taunt their football rivals https://t.co/959NG5UdvL https://t.c…
1119,pamblmdaniels,"[""bangbangsam"",""deray""]","RT @bangbangSAM: Last topic is national debt. @deray was right, race in America won't be discussed #debatenight"
1120,aantiracist,"[""mspackyetti""]",RT @MsPackyetti: I think sometimes there's an assumption that being a never Trump Dem means I judge people who will write in or vote 3rd pa…
1121,datwisenigga,"[""ggreenwald""]","RT @ggreenwald: As Israel Prospers, Obama Set to Give Billions More in Aid While Netanyahu Demands More  https://t.co/dLkKXysIUO"
1122,damanimiles,"[""docrocktex26"",""deeperfectgem"",""adriancjax"",""libphil_"",""t_fisherking""]","RT @libphil_: @AdrianCJax @deeperfectgem @docrocktex26 @T_FisherKing IF she wins TX, she could lose 100 points from the Obama college and s…"
1123,javonhidp,"[""mrnegromilitant""]","RT @MrNegroMilitant: Trump pounces on Bill Clinton's Obamacare comments.

https://t.co/UV2Ig2ITmO"
1124,eliasbrick,"[""tyleroakley"",""deray""]","RT @tyleroakley: a great, quick read from @deray. https://t.co/pc9vdNstGG"
1125,gwennythot,"[""russian_starr"",""realdonaldtrump""]",RT @Russian_Starr: .@realDonaldTrump Here is another question: What is your policy on the continent of Africa? What is your vision for its…
1126,brentmcclure275,"[""talibkweli""]",RT @TalibKweli: U realize Hillary is a senator not a hotelier right? https://t.co/AR8J6pQHzO
1127,imapharrelfake,"[""blicqer"",""bbc5live""]",RT @blicqer: ▶Nigel Farage to speak at Donald Trump rally https://t.co/EAIMKNNeBo @BBC5Live
1128,paulinett,"[""blicqer""]",RT @blicqer: ▶ Joy Reid rips Trump advocate attacking Huma Abedin: ‘Her only crime is being married to a creep’ https://t.co/XD2pwHIto6 @Ra…
1129,brentmcclure275,"[""abc7ny"",""newyorkcommuter"",""blicqer""]",RT @blicqer: ▶Trump to Father of Fallen Soldier: 'I've Made a Lot of Sacrifices' https://t.co/TlJ40BbTzA @ABC7NY @NewYorkCommuter
1130,hiimkhloe,"[""feministajones""]","RT @FeministaJones: How did the ""Hillary Clinton is a warmongerer"" rhetoric start? Anyone have a specific pinpoint like an article or somet…"
1131,jery_robertsyo,"[""talibkweli""]",RT @TalibKweli: I am. And? https://t.co/2S05GnsLLM
1132,brianaregland,"[""feministajones""]","RT @FeministaJones: Because they don't WANT to know. 

Mike Pence is 100x more dangerous than Donald Trump and I WISH PEOPLE UNDERSTOOD… "
1133,onemightyfish,"[""talibkweli""]","RT @TalibKweli: ""Trump is winning cuz all I see is Trump signs &amp; everyone I know supports Trump!"" Nope. U just live in a racist, sexist nei…"
1134,nojonathonno,"[""blicqer""]",RT @blicqer: ▶ Clinton’s Campaign Tries to Divert Attention From WikiLeaks’ ‘Podesta Emails’ Toward Russia… 
1135,melanymelanin,"[""nworeport"",""blicqer""]",RT @blicqer: ▶ @NWOReport: Policy Report Just Showed Hillary Clinton Will Ban Household Weapons In America https://t.co/VDZDeDOTmA
1136,staywoke88,"[""morning_joe"",""docrocktex26"",""lauriem07""]",RT @LaurieM07: @docrocktex26 @Morning_Joe agreed. Listening to them defend the hate he has spewed and normalize Trump makes me sick to my s…
1137,sincerepruitt,"[""talibkweli""]","RT @TalibKweli: You suggested that western culture is ""superior"" to poor brown ppl. Thats SUPREMACY. AND you support Trump. https://t.co/6k…"
1138,johnbranchh,"[""djolder""]",RT @djolder: all I have for them is a welp https://t.co/ObZ40HtViz
1139,mrclydepratt,"[""afronews"",""blicqer""]",RT @blicqer: Obama Keeps Unusually Late Hours on Vineyard Vacation https://t.co/09jAO1USIY @AfroNews
1140,brianaregland,"[""feministajones""]",RT @FeministaJones: And when so many hate us it is no wonder they can be so damned casual about our lives being on the line https://t.co/q4…
1141,baobaeham,"[""fusion""]",RT @Fusion: All signs are pointing to a thunderous Trump victory on Election Day: https://t.co/EdJ5mAcVMm https://t.co/39Vnq6tkGK
1142,cookiiieeessss,"[""rawstory""]",RT @RawStory: CNN’s analyst laughs in Giuliani’s face for claim Trump has no ‘substantial’ ties to Russia https://t.co/LBEgXWcKXy https://t…
1143,hiimkhloe,"[""fusion""]","RT @Fusion: ""He's not welcome into our country.""

This waitress in Mexico City is anything but excited about Trump's visit: https://t.co/Xi…"
1144,peytoncashout,"[""thedailyedge""]",RT @TheDailyEdge: Not sufficiently impressed w/the dignity &amp; poise Obama has displayed consistently for 7 1/2 years? Compare it to Trump ov…
1145,javonhidp,"[""blicqer"",""nydailynews""]",RT @blicqer: ▶ Donald Trump loss expected to trigger GOP party civil war https://t.co/oYoTSGu4f9 @NYDailyNews https://t.co/QcWDD0rPh8
1146,bigseanbeast,"[""danpfeiffer"",""pooter03"",""wrapnik75"",""docrocktex26""]",RT @pooter03: @docrocktex26 @WrapNik75 @danpfeiffer good article on HRC's data team. https://t.co/kvIzqJyPVt
1147,wokefromday1,"[""livenewscloud"",""blicqer""]",RT @blicqer: ▶ Obama To Veto Bill Allowing 9/11 Lawsuits Against Saudi Arabia https://t.co/tJAmF8IcnG @LiveNewsCloud https://t.co/kb1VrAuPyW
1148,onemightyfish,"[""docrocktex26"",""prisonforbush"",""doitourwayorels""]","RT @DoItOurWayOrEls: @docrocktex26 @prisonforbush Exit Polls have #Clinton winning the election.
NC 48.6 46.5 
PA 50.5 46.1
WI 48.2 44.3… "
1149,lagonehoe,"[""ggreenwald"",""thedailybeast""]",RT @ggreenwald: Not that I know of. That's presumably why @TheDailyBeast had to publish a false list of people who actually don't. https://…
1150,gallowayeliana,"[""rawstory""]",RT @RawStory: CNN’s analyst laughs in Giuliani’s face for claim Trump has no ‘substantial’ ties to Russia https://t.co/LBEgXWcKXy https://t…
1151,imissobama,"[""blicqer"",""abc7ny"",""newyorkcommuter""]","RT @blicqer: ▶Obama: I Have 'Better Argument' for TPP Than Trump, Clinton https://t.co/b0GOCSw6P8 @ABC7NY @NewYorkCommuter"
1152,cliftonhughes_,"[""lele5417"",""docrocktex26"",""j_laumann""]","RT @LeLe5417: @j_laumann @docrocktex26 oh he's a cutie, &amp; cutely gave Pence his hat. Lying with style is the new bar the media set!! TAXES,…"
1153,ogdeandre,"[""charlesmblow""]","RT @CharlesMBlow: Listen idiot, I'm an opinion writer. Opinions r by nature/design not objective but subjective. Pls get a dictionary… http…"
1154,iiddaamarks,"[""docrocktex26""]",RT @docrocktex26: Trump isn't going away until the media stops sugarcoating his and the GOP's blatant bigotry and misogyny for the sake of…
1155,mrclydepratt,"[""danteb4u""]","RT @DanteB4u: 231,556,622 eligible voters:

46.9% didn't vote

25.6% voted Clinton
25.5% voted Trump

Strategic mobilization beat basic par…"
1156,gwennythot,"[""talibkweli""]",RT @TalibKweli: U realize Hillary is a senator not a hotelier right? https://t.co/AR8J6pQHzO
1157,javonhidp,"[""djolder""]",RT @djolder: Yowzers https://t.co/oKiYfLwb7W
1158,zzzacharyzzz,"[""ggreenwald""]","RT @ggreenwald: As Israel Prospers, Obama Set to Give Billions More in Aid While Netanyahu Demands More  https://t.co/dLkKXysIUO"
1159,liljordamn,"[""fusion""]",RT @Fusion: Father of Muslim soldier who shamed Donald Trump demands that the GOP reject his bigotry https://t.co/R3zGE6Ksc8 https://t.co/G…
1160,datwisenigga,"[""bbc5live"",""blicqer""]",RT @blicqer: ▶US election: Donald Trump to call for 'testing' immigrants https://t.co/KmtaH8ylwL @BBC5Live
1161,peytoncashout,"[""talibkweli"",""fieldnigra""]","RT @TalibKweli: Self hate. Stockholm syndrome. Coonery. Call it what u will, @fieldnigra is a mentally disturbed house nigra. https://t.co/…"
1162,melanymelanin,"[""blicqer""]",RT @blicqer: ▶ The Front Page of The New York Times Now Includes a Public Record of Donald Trump’s Sexual Bragging https://t.co/6RaNNUWmbY…
1163,jadonhutchinson,"[""ggreenwald""]",RT @ggreenwald: Fascinating comparison: (a) % of Americans supporting Trump to (b) % of US journalists' time-line supporting Trump https://…
1164,robertebonyking,"[""hillaryclinton"",""elonjames"",""mspackyetti"",""paix120""]","RT @paix120: They're not saying they want Trump, but that Clinton isn't a given. Work to be done there, Dems.
@elonjames @MsPackyetti @Hill…"
1165,javonhidp,"[""fusion""]","RT @Fusion: “Mexico doesn’t want [Trump], Mexico will never trust him. Let’s not let him use our country for his own interests."" https://t.…"
1166,bigseanbeast,"[""feministajones""]","RT @FeministaJones: When asked about whether or not he supported the invasion of Iraq, Donald Trump said ""Yeah, I guess so""

This is who th…"
1167,jerstoner,"[""danteb4u""]","RT @DanteB4u: #GOP caused the Great Recession, tarnished the Presidency, Supreme Court, Senate, &amp; HOR. Greed over People politics don't wor…"
1168,jaydaastonishin,"[""delo_taylor""]",RT @Delo_Taylor: Screaming. 😂😂😂 https://t.co/nCGZYzMDyh
1169,ramonasnails,"[""blicqer"",""alternet""]",RT @blicqer: ▶ Trump Told Howard Stern It’s Okay to Call His Daughter Ivanka a ‘Piece of Ass’ https://t.co/krKC7u2IYs @AlterNet https://t.c…
1170,camosaseko,"[""blicqer"",""bipartisanism""]",RT @blicqer: ▶ J.K. Rowling Live Tweets Presidential Debate &amp; Trump Got ROASTED (TWEETS) https://t.co/SJCJ1JCv6w @Bipartisanism https://t.c…
1171,javonhidp,"[""nydailynews"",""blicqer""]",RT @blicqer: ▶ Clinton confesses she's troubled by her loss to Donald Trump https://t.co/8vmSRaP3Oo @NYDailyNews https://t.co/PsEmD8SAYF
1172,datwisenigga,"[""rawstory""]",RT @RawStory: CNN’s analyst laughs in Giuliani’s face for claim Trump has no ‘substantial’ ties to Russia https://t.co/LBEgXWcKXy https://t…
1173,javonhidp,"[""talibkweli""]",RT @TalibKweli: You support a white supremacist like Trump but u ain't white? Hmmm. https://t.co/96gGEI1z8o
1174,siccerthanyou,"[""talibkweli""]",RT @TalibKweli: Who said anything abt democrats at all? So u want to vote for trump regardless of his racism to stick it to Hillary? https:…
1175,notballinyet,"[""danteb4u""]","RT @DanteB4u: #GOP caused the Great Recession, tarnished the Presidency, Supreme Court, Senate, &amp; HOR. Greed over People politics don't wor…"
1176,zzzacharyzzz,"[""kylegriffin1""]",RT @kylegriffin1: Donald Trump Jr. pushing out Alex Jones conspiracy theory ------&gt; https://t.co/GpIx0oK9j7
1177,melanymelanin,"[""deray""]",RT @deray: #InterestingRead: Why Trump Stays Afloat  https://t.co/R0Mh2ACYDO
1178,ramonasnails,"[""docrocktex26""]","RT @docrocktex26: In other words, ALL of America is ""rigged"" by diversity and multiculturalism. The melting pot is a ticking time bomb in t…"
1179,acejinev,"[""blicqer"",""livenewscloud""]",RT @blicqer: ▶WikiLeaks Denies Trying to Hack Trump’s Tax Returns [VIDEO] https://t.co/uQ31yoiruI @LiveNewsCloud
1180,zzzacharyzzz,"[""mrnegromilitant""]","RT @MrNegroMilitant: Why Is Obama Shoving The TPP Down Our Throats?

https://t.co/nyFj9eG0Mv"
1181,blmsoldier,"[""danteb4u""]",RT @DanteB4u: Early voting is ongoing in many states. It's time to smash the #GOP voter suppression plan. #VoteOutGOP at all levels for a b…
1182,stanleyparris,"[""thedailybeast"",""ggreenwald""]",RT @ggreenwald: Not that I know of. That's presumably why @TheDailyBeast had to publish a false list of people who actually don't. https://…
1183,melanymelanin,"[""blicqer"",""truthdig""]",RT @blicqer: ▶ Emails and Groping: Our Halloween Election Keeps Scaring Us to Death https://t.co/kICUF0ffxh @Truthdig https://t.co/TfpmSTfY…
1184,corynaenae,"[""shaunking""]",RT @ShaunKing: Disgusted by the folk who write me privately asking me to stop criticizing Hillary Clinton. Really? If she can't handle me w…
1185,malloryjared,"[""transgriot"",""montel_williams""]",RT @TransGriot: Thanks @Montel_Williams for the unapologetic truth telling https://t.co/4AHiGebuvl
1186,taraformation,"[""shaunking""]",RT @ShaunKing: Disgusted by the folk who write me privately asking me to stop criticizing Hillary Clinton. Really? If she can't handle me w…
1187,nojonathonno,"[""blicqer""]",RT @blicqer: Erika Alexander Explains Why She’s Stomping For Hillary Clinton On The Campus Of HBCUs https://t.co/ptvcX2hl4J… 
1188,regieblackmon,"[""ggreenwald""]","RT @ggreenwald: Sending a straight guy go on Grindr to out gay Olympians is a bit weirder. Also, unlike your tweet, that happened. https://…"
